	Label	Key	From	To	Last Updated	Frequency	Country	Item	Country.1	Data type	Balance sheet suffix	Long description
506	Exposure weighted average lgd (%) - institutions (IRB approach)	SUP.Q.B01.BE._Z.EL001._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL001	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure weighted average lgd (%) - institutions (IRB approach), Percentage
507	Exposure weighted average lgd (%) - corporates (IRB approach)	SUP.Q.B01.BE._Z.EL002._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL002	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure weighted average lgd (%) - corporates (IRB approach), Percentage
508	Exposure weighted average lgd (%) - corporates - SME (IRB approach)	SUP.Q.B01.BE._Z.EL003._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL003	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure weighted average lgd (%) - corporates - SME (IRB approach), Percentage
509	Exposure weighted average lgd (%) - retail (IRB approach)	SUP.Q.B01.BE._Z.EL004._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL004	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure weighted average lgd (%) - retail (IRB approach), Percentage
510	Exposure weighted average lgd (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.BE._Z.EL005._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL005	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure weighted average lgd (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
511	Exposure weighted average lgd (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.BE._Z.EL006._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL006	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure weighted average lgd (%) - retail - qualifying revolving (IRB approach), Percentage
512	Exposure weighted average lgd (%) - retail - other (IRB approach)	SUP.Q.B01.BE._Z.EL007._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL007	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, Exposure weighted average lgd (%) - retail - other (IRB approach), Percentage
513	PD assigned to the obligor grade or pool (%) - institutions (IRB approach)	SUP.Q.B01.BE._Z.EPD01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, PD assigned to the obligor grade or pool (%) - institutions (IRB approach), Percentage
514	PD assigned to the obligor grade or pool (%) - corporates (IRB approach)	SUP.Q.B01.BE._Z.EPD02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, PD assigned to the obligor grade or pool (%) - corporates (IRB approach), Percentage
515	PD assigned to the obligor grade or pool (%) - corporates - SME (IRB approach)	SUP.Q.B01.BE._Z.EPD03._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD03	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, PD assigned to the obligor grade or pool (%) - corporates - SME (IRB approach), Percentage
516	PD assigned to the obligor grade or pool (%) - retail (IRB approach)	SUP.Q.B01.BE._Z.EPD04._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD04	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, PD assigned to the obligor grade or pool (%) - retail (IRB approach), Percentage
517	PD assigned to the obligor grade or pool (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.BE._Z.EPD05._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD05	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, PD assigned to the obligor grade or pool (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
518	PD assigned to the obligor grade or pool (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.BE._Z.EPD06._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD06	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, PD assigned to the obligor grade or pool (%) - retail - qualifying revolving (IRB approach), Percentage
519	PD assigned to the obligor grade or pool (%) - retail - other (IRB approach)	SUP.Q.B01.BE._Z.EPD07._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD07	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Belgium, PD assigned to the obligor grade or pool (%) - retail - other (IRB approach), Percentage
520	Exposure weighted average lgd (%) - institutions (IRB approach)	SUP.Q.B01.CH._Z.EL001._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL001	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure weighted average lgd (%) - institutions (IRB approach), Percentage
521	Exposure weighted average lgd (%) - corporates (IRB approach)	SUP.Q.B01.CH._Z.EL002._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL002	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure weighted average lgd (%) - corporates (IRB approach), Percentage
522	Exposure weighted average lgd (%) - corporates - SME (IRB approach)	SUP.Q.B01.CH._Z.EL003._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL003	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure weighted average lgd (%) - corporates - SME (IRB approach), Percentage
523	Exposure weighted average lgd (%) - retail (IRB approach)	SUP.Q.B01.CH._Z.EL004._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL004	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure weighted average lgd (%) - retail (IRB approach), Percentage
524	Exposure weighted average lgd (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.CH._Z.EL005._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL005	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure weighted average lgd (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
525	Exposure weighted average lgd (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.CH._Z.EL006._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL006	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure weighted average lgd (%) - retail - qualifying revolving (IRB approach), Percentage
526	Exposure weighted average lgd (%) - retail - other (IRB approach)	SUP.Q.B01.CH._Z.EL007._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL007	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, Exposure weighted average lgd (%) - retail - other (IRB approach), Percentage
527	PD assigned to the obligor grade or pool (%) - institutions (IRB approach)	SUP.Q.B01.CH._Z.EPD01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, PD assigned to the obligor grade or pool (%) - institutions (IRB approach), Percentage
528	PD assigned to the obligor grade or pool (%) - corporates (IRB approach)	SUP.Q.B01.CH._Z.EPD02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, PD assigned to the obligor grade or pool (%) - corporates (IRB approach), Percentage
529	PD assigned to the obligor grade or pool (%) - corporates - SME (IRB approach)	SUP.Q.B01.CH._Z.EPD03._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD03	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, PD assigned to the obligor grade or pool (%) - corporates - SME (IRB approach), Percentage
530	PD assigned to the obligor grade or pool (%) - retail (IRB approach)	SUP.Q.B01.CH._Z.EPD04._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD04	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, PD assigned to the obligor grade or pool (%) - retail (IRB approach), Percentage
531	PD assigned to the obligor grade or pool (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.CH._Z.EPD05._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD05	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, PD assigned to the obligor grade or pool (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
532	PD assigned to the obligor grade or pool (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.CH._Z.EPD06._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD06	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, PD assigned to the obligor grade or pool (%) - retail - qualifying revolving (IRB approach), Percentage
533	PD assigned to the obligor grade or pool (%) - retail - other (IRB approach)	SUP.Q.B01.CH._Z.EPD07._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD07	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Switzerland, PD assigned to the obligor grade or pool (%) - retail - other (IRB approach), Percentage
534	Exposure weighted average lgd (%) - institutions (IRB approach)	SUP.Q.B01.CZ._Z.EL001._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL001	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure weighted average lgd (%) - institutions (IRB approach), Percentage
535	Exposure weighted average lgd (%) - corporates (IRB approach)	SUP.Q.B01.CZ._Z.EL002._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL002	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure weighted average lgd (%) - corporates (IRB approach), Percentage
536	Exposure weighted average lgd (%) - corporates - SME (IRB approach)	SUP.Q.B01.CZ._Z.EL003._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL003	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure weighted average lgd (%) - corporates - SME (IRB approach), Percentage
537	Exposure weighted average lgd (%) - retail (IRB approach)	SUP.Q.B01.CZ._Z.EL004._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL004	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure weighted average lgd (%) - retail (IRB approach), Percentage
538	Exposure weighted average lgd (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.CZ._Z.EL005._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL005	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure weighted average lgd (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
539	Exposure weighted average lgd (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.CZ._Z.EL006._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL006	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure weighted average lgd (%) - retail - qualifying revolving (IRB approach), Percentage
540	Exposure weighted average lgd (%) - retail - other (IRB approach)	SUP.Q.B01.CZ._Z.EL007._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL007	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, Exposure weighted average lgd (%) - retail - other (IRB approach), Percentage
541	PD assigned to the obligor grade or pool (%) - institutions (IRB approach)	SUP.Q.B01.CZ._Z.EPD01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, PD assigned to the obligor grade or pool (%) - institutions (IRB approach), Percentage
542	PD assigned to the obligor grade or pool (%) - corporates (IRB approach)	SUP.Q.B01.CZ._Z.EPD02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, PD assigned to the obligor grade or pool (%) - corporates (IRB approach), Percentage
543	PD assigned to the obligor grade or pool (%) - corporates - SME (IRB approach)	SUP.Q.B01.CZ._Z.EPD03._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD03	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, PD assigned to the obligor grade or pool (%) - corporates - SME (IRB approach), Percentage
544	PD assigned to the obligor grade or pool (%) - retail (IRB approach)	SUP.Q.B01.CZ._Z.EPD04._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD04	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, PD assigned to the obligor grade or pool (%) - retail (IRB approach), Percentage
545	PD assigned to the obligor grade or pool (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.CZ._Z.EPD05._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD05	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, PD assigned to the obligor grade or pool (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
546	PD assigned to the obligor grade or pool (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.CZ._Z.EPD06._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD06	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, PD assigned to the obligor grade or pool (%) - retail - qualifying revolving (IRB approach), Percentage
547	PD assigned to the obligor grade or pool (%) - retail - other (IRB approach)	SUP.Q.B01.CZ._Z.EPD07._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD07	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Czech Republic, PD assigned to the obligor grade or pool (%) - retail - other (IRB approach), Percentage
548	Exposure weighted average lgd (%) - institutions (IRB approach)	SUP.Q.B01.DE._Z.EL001._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL001	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure weighted average lgd (%) - institutions (IRB approach), Percentage
549	Exposure weighted average lgd (%) - corporates (IRB approach)	SUP.Q.B01.DE._Z.EL002._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL002	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure weighted average lgd (%) - corporates (IRB approach), Percentage
550	Exposure weighted average lgd (%) - corporates - SME (IRB approach)	SUP.Q.B01.DE._Z.EL003._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL003	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure weighted average lgd (%) - corporates - SME (IRB approach), Percentage
551	Exposure weighted average lgd (%) - retail (IRB approach)	SUP.Q.B01.DE._Z.EL004._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL004	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure weighted average lgd (%) - retail (IRB approach), Percentage
552	Exposure weighted average lgd (%) - retail - secured by immovable property - non-SME (IRB approach)	SUP.Q.B01.DE._Z.EL005._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL005	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure weighted average lgd (%) - retail - secured by immovable property - non-SME (IRB approach), Percentage
553	Exposure weighted average lgd (%) - retail - qualifying revolving (IRB approach)	SUP.Q.B01.DE._Z.EL006._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL006	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure weighted average lgd (%) - retail - qualifying revolving (IRB approach), Percentage
554	Exposure weighted average lgd (%) - retail - other (IRB approach)	SUP.Q.B01.DE._Z.EL007._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EL007	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, Exposure weighted average lgd (%) - retail - other (IRB approach), Percentage
555	PD assigned to the obligor grade or pool (%) - institutions (IRB approach)	SUP.Q.B01.DE._Z.EPD01._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD01	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, PD assigned to the obligor grade or pool (%) - institutions (IRB approach), Percentage
556	PD assigned to the obligor grade or pool (%) - corporates (IRB approach)	SUP.Q.B01.DE._Z.EPD02._T._Z._Z._Z._Z.PCT.C	2018Q3	2022Q3	2023-01-11 10:00:00	Q	B01	EPD02	_Z	_Z	PCT	 EU countries participating in the Single Supervisory Mechanism (SSM) (changing composition), Germany, PD assigned to the obligor grade or pool (%) - corporates (IRB approach), Percentage
